Email Address,SITE,LOCALAUTH,SITECOUNT
risingstarschildcare22@gmail.com,Bedwas Rising Stars at Willow Tree Cottage,Caerphilly,1
riverwoodhousingltd@yahoo.co.uk,Cwm Coed and 2 other services you run,Blaenau Gwent,3
rl@carehomegroup.uk,Allerton Lodge  and 2 other services you run,Flintshire,3
rlbyng@icloud.com,Springboard Education and Care - Brynmorgan Villa,Neath Port Talbot,1
rm@penpergwmhouse.org.uk,Penpergwm House,Monmouthshire,1
robinappa@hotmail.com,Bush House Pembroke Limited and Rostley Care Home Limited,Pembrokeshire,2
rodreck.chipezeze@ivolve.care,St Albans Nursing Home,Cardiff,1
rompers@glynneathtc.org.uk,Rompers Day Nursery,Neath Port Talbot,1
rootsandwingscdc@gmail.com,Roots and Wings Child Day Care Ltd,Flintshire,1
rossetthouse@activechildcare.co.uk,Rossett House Nursery,Wrexham,1
rowan@summerhillgroup.co.uk,Rowan House Care Home,Torfaen,1
rspencertonsoffun@gmail.com,Tons of Fun Ton-Yr-Ywen Primary School,Cardiff,1
rusticrootsnursery@outlook.com,Rustic Roots Nursery Limited,Vale of Glamorgan,1
ruth831@btinternet.com,The Towers Day Nursery Ltd,Wrexham,1
ruthparkertb@gmail.com,Heddfan residential Home and Teulu Bach,Merthyr Tydfil,2
ryansandick@fairparkcare.com,Hullah Farm,Wrexham,1
saanniemedical123@gmail.com,Parkfield House Residential Home,Wrexham,1
sam.williams@astarsupportservices.co.uk,Puffin House Residential,Conwy,1
sanassyd@aol.com,Park Lodge Residential Care Home,Denbighshire,1
sandford@pearlcare.co.uk,Sandford,Denbighshire,1
sandieevans38@btinternet.com,Oaklands Care Home,Powys,1
sandramatthias@lindanhousewrexham.co.uk,Lindan House Care Home Ltd,Wrexham,1
sandyfeetdaynursery@gmail.com,Sandy Feet Day Nursery,Neath Port Talbot,1
saqibhashim@hotmail.com,Hayes Healthcare Limited (Trading as Conifers Care Home),Wrexham,1
sarah.bladen@enable-care.co.uk,Brynheulog Bungalow and The Firs,Torfaen,2
sarah.bromley@bridgehouse.wales,Bridge House,Blaenau Gwent,1
sarah.davies@salutemcare.com,Lewis Martin Court,Cardiff,1
sarah.evans@hollybankwrexham.co.uk,Hollybank Care Home Ltd,Wrexham,1
sarah.yparc@gmail.com,Ffrindiau Bach CIC,Denbighshire,1
sarah.zahid@highpastures.co.uk,High Pastures Nursing Home,Conwy,1
sarah@playworks-childcare.co.uk,Playworks Early Days Nursery Bedwas Limited,Caerphilly,1
sarahste07@aol.com,Little Acorns Day Care Nursery Ltd,Bridgend,2
sarahwstpauls@plantdewi.co.uk,St Paul's Family Centre Nursery,Carmarthenshire,1
saundersfootplaygroup@qualityservice.com,Saundersfoot Playgroup and Day Care,Pembrokeshire,1
schoolhouse@yrhafodjohnstown-pri.wrexham.sch.uk,The School House Wraparound Childcare,Wrexham,1
schoollaneplaygroup@conwy.gov.uk,Schoollane Pre-School,Conwy,1
scmail@hwbmail.net,Sandycroft Pre School CIC,Flintshire,1
scott@priorycarehome.com,Priory Residential and Nursing Home,Monmouthshire,1
scotth@team-rainbow.co.uk,Bryncoed and 3 other services you run,Caerphilly,4
sdavidcare@aol.com,Fairfield and 2 other services you run,Pembrokeshire,3
seedandrootnatureschool@gmail.com,Forest School Holiday Club,Carmarthenshire,1
seiont.apheblig@yahoo.com,Cylch Meithrin Seiont a Pheblig,Gwynedd,1
serensuperstars@yahoo.com,Seren Super Stars Preschool,Conwy,1
sermorb@gmail.com,Meithrinfa Sêr Môr Beaumaris,Isle of Anglesey,1
sgriffiths@prospersupport.co.uk,Duffryn House and 4 other services you run,Rhondda Cynon Taf,5
shah@banyancarehomes.net,White Rose Care Home,Caerphilly,1
shane@little-lanterns.co.uk,Bluebell House,Pembrokeshire,1
shanepocock@partnershipofcare.co.uk,Kellis and 3 other services you run,Caerphilly,4
shangrilacareservices@yahoo.co.uk,Chapel Hill Farmhouse and Sundale,Pembrokeshire,2
shani@serenitysandc.co.uk,Emerald House and 2 other services you run,Bridgend,3
shannon.monmouthday@outlook.com,Monmouth Day Nursery at HABS,Monmouthshire,1
shapingfuturesabcltd@gmail.com,Shaping Futures,Cardiff,1
sharon@theheatherslade.co.uk,Heatherslade residential home,Swansea,1
sharonlozz@btinternet.com,Honeyhome,Pembrokeshire,1
sheryl.davies@paddacare.com,Llwynhendy Care Home,Carmarthenshire,1
shillingscare@gmail.com,Shillings Care,Cardiff,1
shiningstarscardiff@gmail.com,Shining Stars Cardiff CIC,Cardiff,1
shire.enquiries@hallmarkcarehomes.co.uk,Hallmark Shire Hall Luxury Care Home,Cardiff,1
shireen@laurels.wales,The Laurels,Cardiff,1
sian@ahcare.co.uk,Bluebell House and Primrose Cottage,Vale of Glamorgan,2
sian@gelliaurcare.onmicrosoft.com,Gelli Aur Care LTD,Carmarthenshire,1
simon@pilipalacare.co.uk,52 Narberth Road,Cardiff,1
sing@schoolhouse-daycare.co.uk,Singleton Day Nursery,Swansea,1
sioned68@btinternet.com,Meithrinfa Siwgr Plwm Henblas,Isle of Anglesey,1
siteforuk@hotmail.com,The Lighthouse,Carmarthenshire,1
skycarewalesltd@gmail.com,Bron Haul Care Home,Denbighshire,1
snowdoncarehome@outlook.com,Snowdon Care Home,Gwynedd,1
spectrumhealthcare@rocketmail.com,Brookside Care Home,Powys,1
st.illtyds.school@swansea-edunet.gov.uk,St Illtyd's Wraparound,Swansea,1
stacy@littleeinsteinsacademy.com,Little Einsteins Academy Limited - New Tredegar,Caerphilly,1
staff.typarc@keys-group.co.uk,Ty Parc,Monmouthshire,1
staff@hafansaff.co.uk,The Oaklands,Blaenau Gwent,1
staff@plantosprysur.org,Plantos Prysur,Carmarthenshire,1
standrews@nestlingsnursery.co.uk,Nestlings' Nursery,Cardiff,1
starvans@deancloselittletrees.co.uk,Dean Close Little Trees St Arvans Nursery,Monmouthshire,1
stdavids@busybees.com,Busy Bees St David`s Park Day Nursery,Flintshire,1
stdavidsplaygroupmold@gmail.com,Step By Step,Flintshire,1
stdonatsnursery@gmail.com,St Donats Nursery - Llantwit Major,Vale of Glamorgan,1
stefan.nurse@ammancare.org.uk,The Lodge,Carmarthenshire,1
steff_lewis@hotmail.com,Carlton House Residential Care Home,Ceredigion,1
stepping.stones01@yahoo.co.uk,Stepping Stones Magor,Monmouthshire,1
steppingstonesoffice54@gmail.com,Stepping Stones Nursery Aberdare,Rhondda Cynon Taf,1
stgwynansplaygroup@gmail.com,St Gwynan's Pre-school,Conwy,1
stilltyd@funfoundations.wales,Fun Foundations at St Illtyd School,Vale of Glamorgan,1
stjosephscathedralprimary@swansea-edunet.gov.uk,St Joseph's Cathedral Wraparound,Swansea,1
stmaryslittlerainbows@gmail.co.uk,St Mary's Little Rainbows,Wrexham,1
stmaryspreschoolwrexham@hotmail.com,St Marys Pre-School,Wrexham,1
stpadarnsplaygroup@hotmail.com,St Padarn's Playgroup,Ceredigion,1
stpeterosc@gmail.com,St Peter's Out of School Care Limited,Cardiff,1
stwinefridesplaygroup@outlook.com,St. Winefride's Preschool,Flintshire,1
sue.lewis-ball@ivolve.care,Ty Cwm Gwendraeth,Carmarthenshire,1
sue.marchant@sunsetwest.co.uk,Woodland Lodge Care Home,Pembrokeshire,1
suebhollyland@gmail.com,Pembroke Care Ltd trading as Hollyland Lodge,Pembrokeshire,1
summerhouse85@yahoo.co.uk,Summerhouse Out of School Club Ltd,Denbighshire,1
sunbeams171@outlook.com,Sunbeams playgroup + Gwernaffield,Flintshire,1
sunflowernurserydirector@yahoo.com,Sunflower Day Nursery,Cardiff,1
sunita.ri@astonhallcarehome.org.uk,Aston Hall Care Limited,Flintshire,1
sunnybank@virgocarehomes.com,Sunnybank Dementia Residential Home,Torfaen,1
sunnybankcarehome@gmail.com,Sunnybank Care Home,Pembrokeshire,1
sunshineclub10@outlook.com,Little Rays Early Years Hub,Flintshire,1
susanmary.evans@manorhousesthilary.co.uk,The Manor House St.Hilary,Vale of Glamorgan,1
suzanne.taplin@mha.org.uk,Morel Court,Vale of Glamorgan,1
suzanne@dscarehomes.co.uk,D&S Care Homes Ltd - Ty Cwmafan and D&S Care Homes Ltd - Ty Nedd,Neath Port Talbot,2
swallownursery@outlook.com,Swallow Playgroup,Vale of Glamorgan,1
swansea@appletreenurseries.co.uk,Appletree Nursery,Swansea,1
swansealivingsolutions@hotmail.com,Swansea Living Solutions Ltd,Swansea,1
swn-y-mor.manager@handsale.co.uk,Swn-y-Mor Care Centre,Neath Port Talbot,1
swnymor@cartrefi.coop,Sŵn Y Môr,Gwynedd,1
swsarahwilliams@aol.com,Cylch Meithrin Rhymni,Caerphilly,1
swyddfa@ffalabalam.co.uk,Meithrinfa Ffalabalam Cyf,Gwynedd,1
swyddfa@penybryn.conwy.sch.uk,Nursery Plus Ysgol Pen Y Bryn,Conwy,1
swyddfa@pitianpatian.com,Clwb Cwl Pitian Patian and Meithrinfa Pitian Patian Llanwnda,Gwynedd,2
swyddfa@swnydon.conwy.sch.uk,Swn y Don Playgroup,Conwy,1
sychdynplaygroup@gmail.com,Sychdyn Playgroup,Flintshire,1
tag.asc@hotmail.com,Tongwynlais Around School Group,Cardiff,1
tara@roselandchildcare.co.uk,Roseland Childcare,Vale of Glamorgan,1
tash@dreamscarehomes.co.uk,Ynysddu Nursing Home,Caerphilly,1
tavernspiteplaygroup@icloud.com,Tavernspite Playgroup,Pembrokeshire,1
teambusy@outlook.com,Llandaff City Busy Bees and Llandaff City Busy Bees - The Hive,Cardiff,2
teatimersafterschoolclub@outlook.com,Tea Timers Wrap Around and Holiday Club,Cardiff,1
teddybeartowers@talktalk.net,Teddy Bear Towers Limited,Flintshire,1
tedibachnursery@gmail.com,Busy Feet Gilfach Ltd,Caerphilly,1
teds1907@gmail.com,Troedyrhiw Early Days Support (TEDS),Merthyr Tydfil,1
teifiadpar@gmail.com,Cylch Meithrin Teifi,Carmarthenshire,1
tempsrofft@gmail.com,Fun Time Club and TEMPS Out of School Club,Wrexham,2
teresa.matthews@enable-care.co.uk,Ty Gwernen,Caerphilly,1
teresahouse@yourchapter.co.uk,Teresa House,Gwynedd,1
teri.hawthorncourt@mychoicehealthcare.co.uk,Hawthorn Court Residential Care Home and Ocean Living Residential Care Home,Swansea,2
terminal2playgroup@gmail.com,Passport to Play Terminal 2,Vale of Glamorgan,1
tfmail@hwbcymru.net,Ty Ffynnon Childcare,Flintshire,1
thealphabettree@hotmail.co.uk,The Alphabet Tree and The Alphabet Tree @ Cwrt Rawlin,Caerphilly,2
theburrowsnursery@yahoo.co.uk,The Burrows Daycare Nursery (Porthcawl) Ltd,Bridgend,1
thefunclub1@outlook.com,The Fun Club at Ysgol Maes y Felin,Flintshire,1
thegraylynsresthome@outlook.com,The Graylyns,Pembrokeshire,1
thehaven.lester@btconnect.com,The Haven,Carmarthenshire,1
thekingsrest@hotmail.com,The Kings Rest,Monmouthshire,1
themanager@poppiesdaynursery.co.uk,Poppies Day Nursery Limited,Torfaen,1
themountains@mychoicehealthcare.co.uk,The Mountains,Powys,1
theolddeanery@aol.com,The Old Deanery,Denbighshire,1
theoldschoolnursery@hotmail.com,Meithrinfa Hen Ysgol and Ysgol Eifion Wyn  Clwb Cwl,Gwynedd,2
thepontygofplayhouse@gmail.com,The Pontygof Playhouse,Blaenau Gwent,1
thewendyhouse72@outlook.com,Clwb Ty Wendy Abercaseg,Gwynedd,1
tiddlerswraparound@gmail.com,Tiddlers Wraparound,Caerphilly,1
timrepin@astarsupportservices.co.uk,Henllys and Plas Uchaf,Conwy,2
timtillings@positifcare.co.uk,Oakleigh,Blaenau Gwent,1
tinytreasurestaibach@outlook.com,Tiny Treasures Day Nursery,Neath Port Talbot,1
tinytsabercarn@gmail.com,Tiny T's ltd,Caerphilly,1
tir-y-berth@greenfields-nursery.com,Greenfields Nursery Tir-Y-Berth,Caerphilly,1
tirnanog@bangor.ac.uk,Tir na n-Og Daycare and Child Research Centre,Gwynedd,1
tnhutchinson@rydalpenrhos.com,Ingleside,Conwy,1
toby@thelodgescardiff.co.uk,Ty Draw Lodge and Wentworth Lodge,Cardiff,2
tom@ahcare.co.uk,Pear Tree Cottage and The Willows,Vale of Glamorgan,2
tomos@freshstartcare.org,Han Y Bont Residential Childrens Home,Carmarthenshire,1
towy@hafansaff.co.uk,Towy House,Carmarthenshire,1
toybox@cambria.ac.uk,Toybox Day Nursery,Flintshire,1
tracey@parallelcaresolutions.co.uk,Bank Lane Cottage,Flintshire,1
traceynevitt@yahoo.co.uk,Marford Playgroup Little Explorers Ltd,Wrexham,1
tracy@dowlaisenginehouse.co.uk,Engine House,Merthyr Tydfil,1
traedbach1@yahoo.co.uk,Clwb Ar Ol Ysgol Traed Bach and Meithrinfa Traed Bach,Conwy,2
traedbachtywyn@gmail.com,Traed Bach Tywyn,Isle of Anglesey,1
treetopstree@outlook.com,Treetops Playgroup,Cardiff,1
trefechantoddlers@gmail.com,Little Acorns @ Ysgol-Y-Graig,Merthyr Tydfil,1
treficer16@gmail.com,Cylch Meithrin Tre Ficer,Carmarthenshire,1
treflyscarehome@aol.com,Treflys Care Home,Conwy,1
tregarth@meithrinfaogwen.co.uk,Caban Ogwen Tregarth,Gwynedd,1
trelawnydlittlelearners@gmail.com,Trelawnyd Little Learners,Flintshire,1
trelewisplaygroup@hotmail.com,Trelewis Playgroup,Merthyr Tydfil,1
treuddynu5playgroup@gmail.com,Treuddyn Under 5's Playgroup,Flintshire,1
truefocuscareltd@outlook.com,Melyn Rose House,Swansea,1
truereflectionsri@outlook.com,True Reflection,Torfaen,1
trysoryddtbt@gmail.com,Cylch Meithrin Traed Bech Twymyn,Powys,1
trystan@clwbcarco.com,Clwb Carco Melin Gruffydd,Cardiff,1
tt@schoolhouse-daycare.co.uk,Teilo's Tots Daycare,Swansea,1
tudnoplayschool@outlook.com,Tudno Playschool,Conwy,1
tweenietots28@gmail.com,Tweenie Tots Playschool Ltd,Blaenau Gwent,1
two-counties@outlook.com,Two Counties Creche CIC,Torfaen,1
twtsycastell@gmail.com,Twts Y Castell,Carmarthenshire,1
twynoutofschoolclub@gmail.com,Twyn Out of Schoolclub / Holiday Club,Caerphilly,1
ty.eirin.manager@harbourhealthcare.co.uk,Ty Eirin,Rhondda Cynon Taf,1
ty.gwynno.manager@harbourhealthcare.co.uk,Ty Gwynno,Rhondda Cynon Taf,1
tyaberdafen@thedtgroup.org,Ty Aberdafen,Carmarthenshire,1
tyb.1@yahoo.com,Tan y Bryn Care Home,Conwy,1
tychwaraeglyncoed@gmail.com,Ty Chwarae Glyncoed,Blaenau Gwent,1
tycribyn@fairways.co,Ty Cribyn,Powys,1
tyenfys.enquiries@hallmarkcarehomes.co.uk,Hallmark Ty Enfys Luxury Care Home,Cardiff,1
tyenfysnursery@gmail.com,Ty Enfys,Neath Port Talbot,2
tygroeso@unitedcaresolutions.co.uk,Ty Groeso,Newport,1
tyhapusnursery@yahoo.com,Ty Hapus Day Nursery,Swansea,1
tymairhome@aol.com,WAM Care Homes Ltd.,Carmarthenshire,1
tymelinresidentialhome@live.com,Ty Melin Residential Home for the Elderly,Cardiff,1
tynant@silvercrestcare.co.uk,Ty Nant Care Home,Rhondda Cynon Taf,1
typlantcommunitynursery@gmail.com,Ty Plant Community Nursery and Tŷ Plant Community Nursery,Neath Port Talbot,2
typorth.enquiries@hallmarkcarehomes.co.uk,Hallmark Ty Porth Luxury Care Home,Rhondda Cynon Taf,1
tyrhosbach@fairways.co,Ty Rhos Bach,Powys,1
unigolyncylchmeithrintrelech@gmail.com,Cylch Meithrin Trelech,Carmarthenshire,1
upsa-daisydaynursery@hotmail.co.uk,Upsa Daisy Day Nursery Limited,Caerphilly,1
valebrookcarehomes@hotmail.com,Celynbrook Care Home and 3 other services you run,Vale of Glamorgan,4
valentina.stan@mha.org.uk,Ty Gwyn,Vale of Glamorgan,1
valeviewltd@gmail.com,Vale View Residential Care Home,Denbighshire,1
valley@rafakidz.org.uk,RAFAKidz Valley,Isle of Anglesey,1
valleylodge@robertshomes.co.uk,Valley Lodge,Denbighshire,1
vasilica.iovu@rdcpcare.com,St Nicholas House Care Home,Powys,1
veronica@safehavecare.co.uk,Ty Gwair Children’s Home,Monmouthshire,1
veronica@safehavencare.co.uk,The Mount Children's Care Home,Monmouthshire,1
vicki.travers@ivolve.care,Tan Yr Allt House Ltd,Neath Port Talbot,1
vicky.cilymaenllwyd@hotmail.com,Cilymaenllwyd care home,Carmarthenshire,1
vickyjenkins@glaslyncarehomes.co.uk,Chilton Place and Glaslyn Court Nursing Home,Blaenau Gwent,2
victoria.hole@ivolve.care,Tan Yr Allt Lodge Ltd,Neath Port Talbot,1
victoriawrexosc@gmail.com,Victoria Out of School Clubs,Wrexham,1
vikki.keenan@cambiangroup.com,Cambian Pengwern College - Bryn Dedwydd and 3 other services you run,Denbighshire,4
vyrnwy.manager@surecaregroup.com,Vyrnwy Nursing Home,Powys,1
walcare@aol.com,Walshaw House  and Walshaw Lodge,Denbighshire,2
wales1@appletreenurseries.co.uk,Wales 1 Day Nursery Limited,Monmouthshire,1
wales@centrepeacehomes.co.uk,Clyffard House,Newport,1
wallscarehome@gmail.com,Walls Residential Care Home Ltd,Conwy,1
wendy.gloster@abbeyambitions.co.uk,Abbey Lodge and Beechlea,Caerphilly,2
wenvoeplaygroup@btinternet.com,Wenvoe Playgroup CIO,Vale of Glamorgan,1
whitchurch@silwli.co.uk,Meithrinfa Si-Lwli,Cardiff,1
whitfordp5@hwbcymru.net,Whitford Playgroup,Flintshire,1
wickplaygroup@gmail.com,Wick and District Playgroup,Vale of Glamorgan,1
wilburyhouseltd@outlook.com,Wilbury House Limited,Powys,1
wildchildnatureplay@gmail.com,Wild Child Forest Play,Denbighshire,1
wilkinson.clare@rocketmail.com,Bobl Bach Clare Trinant Ltd,Caerphilly,1
willowdaycare12@gmail.com,Willow Daycare Ltd,Carmarthenshire,1
willowhall66@yahoo.co.uk,Willow Hall Residential Care Home limited,Gwynedd,1
willowtreenurserycwmbran@outlook.com,Willow Tree Nursery,Torfaen,1
wimslycarehome@hotmail.co.uk,Wimsly Care Home,Conwy,1
woodcroftcare@aol.com,Woodcroft Care Home Ltd,Conwy,1
woodlands@astoncarehomes.co.uk,Woodlands,Swansea,1
woodlandschildcare2@gmail.com,Woodlands Childcare Centre Ltd,Neath Port Talbot,1
woodpeckersclub@gmail.com,Woodpeckers Out of Hours Club,Cardiff,1
woodsidecare@aol.com,Woodside Grange Care Home,Conwy,1
woodywraparound@gmail.com,Woody Wrap Around,Flintshire,1
wrexham@littlelearnersnursery.com,Little Learners Nursery & Forest School,Wrexham,1
wwcare2005@aol.com,Harvest Care Home ,Pembrokeshire,1
y-benarth@crystalcaresolutions.co.uk,Y-Benarth,Conwy,1
ybontfaenps@valeofglamorgan.gov.uk,Y Bont Faen Child Care,Vale of Glamorgan,1
yellowbunniesdaycare@gmail.com,Yellow Bunnies Daycare Ltd,Newport,1
yfmail@hwbcymru.net,Ysgol Y Foel Out of School Club,Flintshire,1
ygarreglwyd@hotmail.co.uk,Y Garreg Lwyd Care Home,Carmarthenshire,1
ygg.brynymor@swansea-edunet.gov.uk,Clwb Gofal Bryn y Mor,Swansea,1
yllewodbach@outlook.com,Cylch Meithrin Y Llewod Bach,Ceredigion,1
yourchildsfuture@aol.com,Little Einstein`s Day Care Limited,Monmouthshire,1
yplasendlesscare@yahoo.co.uk,Y Plas EMI Care Home,Swansea,1
ysgol.bodfari@denbighshire.gov.uk,Busy Bods @ Ysgol Bodfari,Denbighshire,1
ysgol.feithrin.y.trallwng@gmail.com,Ysgol Feithrin Y Trallwng,Powys,1
ysgolfeitherin2022@gmail.com,Ysgol Feithrin Conwy,Conwy,1
ysgolfeithrinabertridwr@gmail.com,Ysgol Feithrin Abertridwr,Caerphilly,1
ysgolfeithringlanconwy@outlook.com,Ysgol Feithrin Glan Conwy,Conwy,1
ystradgynlais@littlestepschildcare.co.uk,Little Steps Childcare Centre Ltd,Powys,1
zoe.pannell@pembrokeshire.gov.uk,Monkton Priory Day Care,Pembrokeshire,1
