Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Bellwave House,Care Home Service,Adults Without Nursing,Mental health,23 Mary Street,,Porthcawl,CF36 3YL,Bridgend,8,01656 773427,Matthew.Penpraze@serendipitycare.com,www.serendipitycare.com,Serendipity Care and Support Ltd,1
Belmont Court,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Belmont Court,Heywood Lane,Tenby,SA70 8BN,Pembrokeshire,29,01834 842770,belmontcourt@hotmail.co.uk,,RCH(wales) Ltd,1
Belmont House,Care Home Service,Adults Without Nursing,Personal care for adults,65 Russell Road,,Rhyl,LL18 3DH,Denbighshire,12,07788636062,belmonthouse@aracare.co.uk,,ARA CARE BELMONT HOUSE LTD,1
Belmont Residential Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Belmont House Residential Home,4 Belmont Road,Abergavenny,NP7 5HN,Monmouthshire,26,01873850276,belmonthouseresidentialhome@outlook.com,belmonthouseresidential-home.com,Belmont Residential Care Home,1
Belvedere House Residential Care Home,Care Home Service,Adults Without Nursing,,Belvedere House Residential Care Home,Serpentine Road,Tenby,SA70 8DD,Pembrokeshire,19,01834842549,belvederehouserch@yahoo.co.uk,www.belvederehouserch.co.uk,Belvedere Care Limited,1
Benllech Playgroup,Childrens Day Care,Full Day Care,,Uned Mathafarn,,Benllech,LL74 8SG,Isle of Anglesey,19,07930992240,benllechplaygroup733@gmail.com,www.benllechpreschool.org,Benllech Playgroup,1
Berriew Pre-school,Childrens Day Care,Full Day Care,,Berriew School,,Welshpool,SY21 8BA,Powys,24,07495698789,Berriewplaygroup16@gmail.com,www.berriewpreschool.com,Berriew pre-school,1
Berwyn House,Care Home Service,Childrens Home,Personal care for children,,,Pontypool,,Torfaen,3,01495423411,berwyn@nurt.co.uk,https://nurt.co.uk/,Nurture Cymru Gofal Ltd,1
Bethany Residential Home LTD,Care Home Service,Adults Without Nursing,Personal care for adults,Bethany Residential Home,Old Bulwark Road Bulwark,Chepstow,NP16 5JL,Monmouthshire,36,01291621425,contact@bethanyhome.co.uk,www.bethanyhome.co.uk,Bethany Home LTD,1
Bethel House Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Hebron Hall Christian Centre,Cross Common Road,Dinas Powys,CF64 4YB,Vale of Glamorgan,39,02920513162,bethelcare@hebronhall.org,hebronhall.org/bethelhouse,Hebron Hall Limited,1
Bethshan Sheltered Housing Association,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Heol Treowen,,Newtown,SY16 1JA,Powys,40,01686610070,admin@bethshan.uk,www.bethshan.uk,Bethshan Sheltered Housing Association,1
Better Days Care,Care Home Service,Adults and Children Without Nursing,,,,Caerphilly,,,4,07808580510,betterdayscare@yahoo.com,,Shillings Care Limited,2
Bevan College,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Bridgend  (Bevan) College,Cowbridge Road,Bridgend,CF31 3DF,Bridgend,32,01656 302315,info@bevancollege.org,www.bevancollege.org,Bevan College LTD,1
Bevans House,Care Home Service,Adults Without Nursing,Personal care for adults,7a Station Terrace,,Neath,SA10 9DH,Neath Port Talbot,6,01639701320,markbevanr@aol.com,,Care 4 U (Neath) Limited,2
Bijou Day Nursery and Creche,Childrens Day Care,Full Day Care,,48a Eastgate,,Cowbridge,CF71 7AB,Vale of Glamorgan,71,01446396000,hello@bijou-nursery.com,www.bijou-nursery.com,BIJOU DAY NURSERY AND CRECHE LTD,1
Birch Grove,Care Home Service,Childrens Home,Personal care for children,,,Brecon,,Powys,3,01874636542,birchgrove@fairways.co,fairways.co,Fair Ways Community Benefit Society.,1
Bishopston Playscheme,Childrens Day Care,Open Access Play Provision,,Bishopston Primary School,Bishopston Road Bishopston,Swansea,SA3 3EN,Swansea,200,,bishopstonplayassociation@gmail.com,https://bishopstonplayscheme.wordpress.com,Bishopston Play Association,1
Bistre Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Bistre Nursing Home,Mold Road,Buckley,CH7 2NH,Flintshire,32,01244550644,manager@bistrecarehome.co.uk,,Bistre Care Homes Limited,1
Bizzi Day Nurseries Limited Pencoed,Childrens Day Care,Full Day Care,,Unit 30 Bocam Park,Oldfield Road,Pencoed,CF35 5LJ,Bridgend,63,01656865959,bizzidaynurserypencoed@hotmail.co.uk,www.bizzidaynursery.com,Bizzi Day Nurseries Limited,2
BIZZI Day Nurseries Ltd,Childrens Day Care,Full Day Care,,Busy Day Nursery,Unit 4,Pontyclun,CF72 9FG,Rhondda Cynon Taf,58,01443228608,bizzidaynursery@hotmail.co.uk,https://bizzidaynursery.com,Bizzi Day Nurseries Limited,1
Blaendyffryn Hall Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Blaendyffryn Hall Nursing Home,Horeb,Llandysul,SA44 4JA,Ceredigion,30,01559362874,mazhar.ali@wellcomecarehomes.com,www.wellcomecarehomes.com,Wellcome Care Homes Ltd,2
Blaenllechau Youth Project,Childrens Day Care,Open Access Play Provision,,The Welfare Hall,Rear Of 17-21 Long Row,Ferndale,CF43 4NP,Rhondda Cynon Taf,30,01443 732715,bcryouth@hotmail.com,,The Committee of Blaenllechau Youth Project,1
Blaenmarlais Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Blaenmarlais Cottage,Redstone Road,Narberth,SA67 7ES,Pembrokeshire,22,01834860326,blaenmarlais@outlook.com,blaenmarlaiscarehome.com,Blaenmarlais Care Ltd,1
Blaenos House Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Blaenos House Nursing Home,,Llandovery,SA20 0EP,Carmarthenshire,38,01550720426,managerblaenoshouse@ashberry.net,www.ashberry.net,Ashberry Healthcare Limited,2
Blenheim,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",9 River Street,,Rhyl,LL18 1PY,Denbighshire,6,01745351159,paul.wilkinson@alliancecare.org.uk,,Alliance Care and Support Limited,1
Blessed William Davies Playclub,Childrens Day Care,Full Day Care,,Blessed William Davies School,Bodnant Crescent,Llandudno,LL30 1LL,Conwy,19,07903966581,blessedwilliamdaviesplaygroup@aol.com,,Blessed William Davies Playclub,1
Bloomfield Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Bloomfield Residential Care Home,129 Gower Road Sketty,Swansea,SA2 9HU,Swansea,40,01792203045,info@bloomfieldcare.co.uk,www.bloomfieldcare.co.uk,JJL Care Ltd,1
Bloomfield Nursery,Childrens Day Care,Full Day Care,,Bloomfield House Community Centre,Redstone Road,Narberth,SA67 7ES,Pembrokeshire,31,01834860293,bloomfieldnursery@outlook.com,,Narberth & District Community & Sports Association,1
Blossom at Ysgol Afon Wen,Childrens Day Care,Full Day Care,,Ysgol Afon Wen,School Lane,Pontypridd,CF37 5AL,Rhondda Cynon Taf,24,07983505037,blossom1earlyyears@gmail.com,,Blossom Early Years,3
Blossom Early Years,Childrens Day Care,Full Day Care,,Heolgerrig,,Merthyr Tydfil,CF48 1RP,Merthyr Tydfil,19,07983505037,blossom1earlyyears@gmail.com,,Blossom Early Years,1
Blossom Early Years at Cynon Linc,Childrens Day Care,Full Day Care,,Cynon Linc,Seymour Street,Aberdare,CF44 7BD,Rhondda Cynon Taf,30,07983505037,blossom1earlyyears@gmail.com,,Blossom Early Years,2
Blossom Tree Nursery,Childrens Day Care,Full Day Care,,2a,Waun-y-groes Avenue,Cardiff,CF14 4SY,Cardiff,40,02920616734,blossomtreenursery@outlook.com,https://www.blossomtreenursery.com/,BLOSSOM TREE NURSERY RHIWBINA LTD,1
Blue Door Nursery,Childrens Day Care,Full Day Care,,Blue Door Nursery,95 Allensbank Road,Cardiff,CF14 3PP,Cardiff,30,02920626486,contactus@bluedoornursery.net,www.bluedoornursery.net,Gallivan Childcare Solutions Ltd,1
Blue Door Out of School Childcare,Childrens Day Care,Full Day Care,,140 Whitchurch Road,,Cardiff,CF14 3LZ,Cardiff,40,02920626486,contactus@bluedooroutofschoolcare.co.uk,www.bluedoornursery.net,Out of School Childcare Limited,1
Bluebell House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",228 Barry Road,,Barry,CF62 9BH,Vale of Glamorgan,3,01446730214,sian@ahcare.co.uk,amethysthealthcare.co.uk,Amethyst Healthcare Ltd,5
Bluebell House,Care Home Service,Childrens Home,,,,Haverfordwest,,Pembrokeshire,3,07968176778,shane@little-lanterns.co.uk,,Little Lanterns Pembrokeshire CIC,1
Blueberry Bears Nursery & Pre School,Childrens Day Care,Full Day Care,,Blueberry Bears Nursery,1 Burt Street,Cardiff,CF10 5FZ,Cardiff,42,02920498333,info@blueberrybears.co.uk,www.blueberrybears.co.uk,BBN Ltd,1
Bobl Bach Clare Trinant Ltd,Childrens Day Care,Full Day Care,,Trinant Flying Start,Trinant Health Centre,Newport,NP11 3JJ,Caerphilly,27,07539469462,wilkinson.clare@rocketmail.com,,Bobl Bach Clare Trinant Ltd,1
Bod Hyfyrd Care Home,Care Home Service,Adults With Nursing,Nursing care for adults,Bod Hyfryd Care Home,Northop Road,Flint,CH6 5LH,Flintshire,40,01352763396,bodhyfryd@lovett-care.com,www.lovettcare.co.uk,Bod Hyfyrd Care Ltd,1
Bodawen Nursing Home,Care Home Service,Adults With Nursing,Nursing care for adults,Bodawen Nursing Home,,Porthmadog,LL49 9PR,Gwynedd,40,01766513422,ceri@cariadcarehomes.com,www.cariadcarehomes.com,Cariad Care Homes Ltd,1
Bodelwyddan Residential Care Limited,Care Home Service,Adults Without Nursing,Personal care for adults,Ffordd Belan,,Rhosneigr,LL64 5JG,Isle of Anglesey,16,01407811289,bodelwyddan1@btconnect.com,bodelwyddancarehome.uk,Bodelwyddan Residential Care Ltd.,1
Borras Park Full Day Care Provision,Childrens Day Care,Full Day Care,,Borras Park Primary School,Borras Park Road,Wrexham,LL12 7TH,Wrexham,95,01978346890,borrasfulldaycare5@hwbcymru.net,www.borraspark-pri.wrexham.sch.uk,Borras Park Full Day Care Provision,1
Borthyn Bunnies and BB Club,Childrens Day Care,Sessional Day Care,,Ysgol Borthyn,Denbigh Road,Ruthin,LL15 1NT,Denbighshire,19,01824702727,borthyn.bunnies@outlook.com,,Borthyn Bunnies and BB Club,1
Bradley Playgroup,Childrens Day Care,Full Day Care,,Bradley Village Hall,Glan-llyn Road,Wrexham,LL11 4BB,Wrexham,25,07547691301,bradleyplaygroup@outlook.com,www.bradleyplaygroup.com,Bradley Playgroup,1
Bradshaw Manor Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Bradshaw Manor Care Home,2 Chester Street,Rhyl,LL18 3ER,Denbighshire,65,01745 882010,janet.lewis@lovett-care.com,www.lovettcare.co.uk,BRADSHAW MANOR CARE LTD,1
Braich y Cwm,Care Home Service,Childrens Home,Personal care for children,,,Corwen,,Denbighshire,4,01824750139,Kylee@we-are-unique.care,https://we-are-unique.care,Unique Care Homes Ltd,3
Bramble House,Care Home Service,Childrens Home,Personal care for children,,,Maesteg,,Bridgend,4,01656810134,contact@newhorizonschildrenshomes.com,www.newhorizonschildrenshomes.com,New Horizons Children's Homes Limited,1
Brambly Hill Day Nursery and Early Years Academy,Childrens Day Care,Full Day Care,,Brambly Hill Day Nursery And Early Years Academy,Tonna,Llanelli,SA14 8QF,Carmarthenshire,57,01554 783435,Leannedrane2019@gmail.com,www.bramblyhill.co.uk,LEANNE DRANE LTD,1
Breaksea Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Breaksea Residential Home,The Square,Porthcawl,CF36 3BW,Bridgend,32,01656771022,breakseacare@hotmail.com,www.porthcawlcarehomes.com,breaksea residential homes ltd,2
Briarswood Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",67 Trosserch Road,Llangennech,Llanelli,SA14 8AX,Carmarthenshire,6,01554820585,Briarswood@hotmail.com,,Elizabeth Thomas,1
Bridge House,Care Home Service,Adults Without Nursing,Personal care for adults,Bridge House Residential Home,Beulah Place,Ebbw Vale,NP23 6ET,Blaenau Gwent,36,01495 306837,sarah.bromley@bridgehouse.wales,www.breconcare.co.uk,Brecon Care,1
Bridge House,Care Home Service,Childrens Home,,,,Bridgend,,,2,07929458387,info@lighthouseresidentialhomes.co.uk,,Lighthouse Residential Homes Ltd,3
Brigadoon Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Brigadoon Residential Home,24-26,Llandudno,LL30 2EZ,Conwy,11,01492877310,brigadooncarehome@gmail.com,www.brigadooncarehome.com,Shaivaa Care Limited,1
Brighter Minds Childcare Ltd,Childrens Day Care,Full Day Care,,12 Gwendoline Road,Risca,Newport,NP11 6DD,Caerphilly,50,01633612845,info@brighterminds.uk,https://www.brighterminds.uk/,Brighter Minds Childcare Ltd,1
Brighter Minds Ty Isaf,Childrens Day Care,Full Day Care,,Ty Isaf Infants & Nursery School,Mill Street Risca,Newport,NP11 6EF,Caerphilly,20,07519494285,info@brighterminds.uk,https://www.brighterminds.uk,Brighter Minds Childcare Ltd,2
Brightside Manor,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Brightside Manor,637 Newport Road,Cardiff,CF3 4FB,Cardiff,33,02920408010,manager@brightsidemanor.org.uk,www.brightsidemanor.org.uk,Avan Limited,1
Britannia Day Nursery Ltd,Childrens Day Care,Full Day Care,,Caerphilly Business Park,,Caerphilly,CF83 3GG,Caerphilly,76,02920 851274,enquiries@britanniadaynursery.co.uk,www.britanniadaynursery.co.uk,Britannia Day Nursery Ltd,1
Broad Haven Playgroup,Childrens Day Care,Full Day Care,,Broad Haven Cp School,Webbs Hill Broad Haven,Haverfordwest,SA62 3JT,Pembrokeshire,12,07376778760,broadhavenplaygroup@outlook.com,www.broadhavenplaygroup.co.uk,Broad Haven Playgroup,1
Broga Bach Day Nursery,Childrens Day Care,Full Day Care,,Broga Bach Day Nursery,Unit A2 Pinewood Court,Blackwood,NP12 3SW,Caerphilly,12,01443879013,office@brogabach.co.uk,www.brogabach.co.uk,Broga Bach Ltd,1
Brompton Lodge limited,Care Home Service,Adults Without Nursing,Personal care for adults,54 Rhos Road,Rhos On Sea,Colwyn Bay,LL28 4RY,Conwy,34,01495546877,bromptonlodge@gmx.co.uk,www.bromptonlodgecarehome.co.uk,Brompton Lodge Residential home Ltd,1
Bron Haul Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Bron Haul Residential Home,41-43,Rhyl,LL18 3HL,Denbighshire,37,01745 353730,skycarewalesltd@gmail.com,,Sky Care North Wales ltd,1
Bronafallen  Care Home Ltd,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Bron Afallen,Cerrigydrudion,Corwen,LL21 0RU,Conwy,11,01490420554,bronafallenmanager@gmail.com,www.bronafallen.co.uk,BRONAFALLEN CARE HOME LTD ,1
Brondesbury Lodge,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Brondesbury Lodge,Heol Derw,Cardigan,SA43 1NH,Ceredigion,32,01239615427,bronlodge@yahoo.co.uk,brondesburylodge.co.uk,Brondesbury Lodge Limited,1
Bronington Children's Club,Childrens Day Care,Full Day Care,,Bronington Primary School,School Lane Bronington,Whitchurch,SY13 3HN,Wrexham,19,07761025995,bumblebees.bronington@live.co.uk,https://broningtonclub.co.uk,Bronington Children's Club,1
Brookfield  ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",4 Coed Y Maes,Penrhosgarnedd,Bangor,LL57 2EJ,Gwynedd,3,01248354434,bangor.enquiries@cartrefi.coop,www.cartrefi.coop,Cartrefi Cymru Co-operative Ltd,9
Brookfield Day Nursery,Childrens Day Care,Full Day Care,,Brookfield Day Nursery,Garthmyl,Montgomery,SY15 6RS,Powys,82,01686640347,honi@brookfieldchildcare.co.uk,www.brookfieldchildcare.co.uk,MLA Nursery Ltd,1
Brookfield House,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Brookfield House,Station Road St. Clears,Carmarthen,SA33 4BZ,Carmarthenshire,23,01994231093,cillian@fronhaul.uk,,Fronhaul and Brookfield Care Home Ltd,2
Brooklands Rest Home Ltd,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",Brooklands Nursing Home,Narberth Road,Saundersfoot,SA69 9DS,Pembrokeshire,40,01834813123,info@brooklandshome.co.uk,www.brooklandshome.co.uk,Brooklands Rest Home Ltd,1
Brookside Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",Brookside,,Brecon,LD3 7UA,Powys,31,01874658393,spectrumhealthcare@rocketmail.com,,BROOKSIDE CARE HOME Limited,1
Broughton Hall,Care Home Service,Adults Without Nursing,Personal care for adults,Broughton Hall Nursing Home,Gatewen Road New Broughton,Wrexham,LL11 6YA,Wrexham,35,01978758876,Felicity.McTigue@hartfordcare.co.uk,hartfordcare.co.uk,Broughton Hall Care Ltd,1
Broughton Primaries Play Buddies,Childrens Day Care,Full Day Care,,Broughton Primary School,Broughton Hall Road Broughton,Chester,CH4 0QQ,Flintshire,100,01244533752,broughtonsplaybuddies@gmail.com,broughton-primary.co.uk,Broughton Primary's Play Buddies,1
Brychan House,Care Home Service,Childrens Home,Personal care for children,,,Merthyr Tydfil,,Merthyr Tydfil,2,07968044842,info@noblefutureschildcare.co.uk,www.noblefutureschildcare.co.uk,Noble Futures Childcare Ltd,1
Bryn Awelon Care Home Limited,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",Bryn Awelon Nursing Home,Lon Fel,Criccieth,LL52 0LN,Gwynedd,28,01766522464,info@brynawelon.com,www.brynawelonnursinghome.co.uk,BRYN AWELON CARE HOME LIMITED,1
Bryn Celyn Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Maesteg Park,,Bridgend,CF34 9LR,Bridgend,56,01656736839,neena@amayacarehomes.co.uk,www.amayacarehomes.co.uk,Amaya Care Homes (Maesteg) Limited,1
Bryn Coch Club,Childrens Day Care,Full Day Care,,Ysgol Bryn Coch,Victoria Road,Mold,CH7 1EW,Flintshire,150,07566252495,Bryncochclub@bryncoch.wales,www.ysgolbryncoch.co.uk,Bryn Coch Club,1
Bryn Collen Playgroup,Childrens Day Care,Full Day Care,,Bryn Collen Cp School,Pengwern,Llangollen,LL20 8AR,Denbighshire,19,01978861125,bryn.collen@denbighshire.gov.uk,,Bryn Collen Playgroup,1
Bryn Derwen St Asaph Ltd,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Bryn Derwen,Bryn Gobaith,St. Asaph,LL17 0DN,Denbighshire,20,01745582570,brynderwenhome@btinternet.com,www.brynderwenhome.co.uk,Bryn Derwen St Asaph LTD,1
Bryn Edwin Hall Residential Home,Care Home Service,Adults Without Nursing,Personal care for adults,Bryn Edwin Hall Residential Home,Northop Road,Flint,CH6 5QG,Flintshire,35,01352761345,brynedwin@amber-group.co.uk,www.brynedwinhall.co.uk,Amber Care Ltd,1
Bryn Eithin Residential Care Ltd,Care Home Service,Adults Without Nursing,Personal care for adults,30 Llanrwst Road,,Colwyn Bay,LL29 7YU,Conwy,25,01492531162,manager@bryneithin.com,,Bryn Eithin Residential Care Ltd,1
Bryn Estyn,Care Home Service,Adults Without Nursing,Personal care for adults,Bryn Estyn Residential Home,85 Russell Road,Rhyl,LL18 3DS,Denbighshire,24,01745353772,brynestyn85@mail.com,www.brynestyn.co.uk,Moore & Moore Care Ltd,2
